legs,i2_dep_1_place,i1_legid,o_dlv_e,i2_dlv_e,o_rcf_1_place,o_dep_1_e,i1_dlv_e
2.0,349,8390.0,704.0,2136,128.0,397.0,5146.0
2.0,413,11091.0,20.0,1633,555.0,258.0,1436.0
2.0,308,11465.0,50.0,310,700.0,1380.0,758.0
3.0,403,1123.0,6776.0,499,555.0,913.0,1047.0
1.0,505,12510.0,1515.0,2399,128.0,428.0,1930.0
1.0,505,7812.0,359.0,2399,584.0,371.0,551.0
2.0,485,3835.0,11464.0,1529,561.0,843.0,241.0
1.0,505,7140.0,72.0,2399,349.0,249.0,1025.0
3.0,789,3882.0,342.0,1794,520.0,1491.0,530.0
1.0,505,8191.0,50.0,2399,128.0,447.0,167.0
1.0,505,241.0,4281.0,2399,240.0,833.0,1907.0
1.0,505,8776.0,2496.0,2399,538.0,945.0,27.0
3.0,398,7402.0,1203.0,119,700.0,491.0,61955.0
3.0,485,3640.0,1816.0,10,423.0,646.0,2935.0
3.0,485,7623.0,1295.0,177,174.0,97.0,1355.0
3.0,128,11599.0,7911.0,781,128.0,288.0,129.0
2.0,299,11230.0,31.0,1483,700.0,2657.0,1382.0
2.0,815,2928.0,1275.0,2289,700.0,220.0,4266.0
3.0,236,547.0,5281.0,110,815.0,253.0,1201.0
1.0,505,2779.0,56333.0,2399,700.0,1031.0,824.0
1.0,505,3713.0,997.0,2399,700.0,190.0,365.0
2.0,308,3659.0,53.0,1493,742.0,1222.0,133.0
2.0,649,455.0,5.0,742,700.0,219.0,748.0
3.0,700,7652.0,526.0,2707,700.0,2538.0,1726.0
1.0,505,2966.0,928.0,2399,700.0,242.0,8764.0
3.0,233,11818.0,5954.0,34322,256.0,2781.0,238.0
2.0,809,14229.0,1528.0,147,610.0,179.0,1584.0
3.0,216,2443.0,3465.0,1439,134.0,263.0,101.0
3.0,134,11620.0,5496.0,3165,101.0,115.0,642.0
1.0,505,4363.0,2521.0,2399,700.0,330.0,2453.0
2.0,456,6312.0,1392.0,277,431.0,377.0,135.0
2.0,388,12312.0,329.0,7521,128.0,755.0,1464.0
3.0,476,11224.0,1890.0,345,671.0,256.0,220.0
2.0,128,11892.0,2147.0,1853,700.0,1814.0,3963.0
2.0,555,14044.0,1731.0,9114,484.0,983.0,380.0
1.0,505,13657.0,29.0,2399,403.0,359.0,363.0
2.0,548,3245.0,709.0,32,809.0,412.0,1284.0
3.0,815,10549.0,4.0,268,700.0,731.0,133.0
2.0,555,7629.0,7700.0,158,555.0,250.0,57.0
1.0,505,655.0,2454.0,2399,349.0,1525.0,290.0
2.0,411,4413.0,89.0,1209,610.0,215.0,20.0
1.0,505,11581.0,157.0,2399,485.0,187.0,8886.0
2.0,815,10514.0,468.0,814,815.0,580.0,631.0
3.0,778,10283.0,11226.0,2449,128.0,524.0,31.0
2.0,700,1180.0,733.0,253,317.0,1207.0,5819.0
2.0,815,403.0,574.0,2401,349.0,2076.0,320.0
1.0,505,4923.0,2629.0,2399,149.0,19.0,15437.0
3.0,671,4741.0,581.0,88353,700.0,1540.0,9384.0
2.0,789,417.0,219.0,1385,700.0,832.0,181.0
1.0,505,7346.0,326.0,2399,149.0,460.0,265.0
3.0,530,5026.0,49.0,2837,144.0,449.0,1247.0
3.0,128,6157.0,585.0,647,413.0,1348.0,13.0
3.0,609,13408.0,168.0,411,700.0,398.0,2875.0
2.0,113,8517.0,54.0,466,281.0,562.0,1808.0
2.0,361,3975.0,132.0,231,597.0,296.0,1080.0
1.0,505,2795.0,105.0,2399,700.0,440.0,4665.0
2.0,128,7923.0,1377.0,217,815.0,991.0,3428.0
1.0,505,12882.0,525.0,2399,671.0,326.0,869.0
2.0,341,14090.0,1174.0,1955,700.0,2300.0,3282.0
3.0,152,7440.0,12298.0,2993,815.0,391.0,8078.0
3.0,391,12384.0,2629.0,407,128.0,564.0,318.0
2.0,815,3783.0,299.0,1186,326.0,305.0,785.0
3.0,700,6631.0,851.0,1623,441.0,1114.0,3333.0
2.0,815,2374.0,1357.0,630,815.0,761.0,159.0
1.0,505,14534.0,11542.0,2399,257.0,733.0,2020.0
1.0,505,14177.0,10410.0,2399,815.0,422.0,1261.0
3.0,128,8280.0,600.0,985,700.0,2599.0,371.0
3.0,431,1498.0,2007.0,76,174.0,433.0,15.0
3.0,236,9929.0,1983.0,3584,128.0,326.0,417.0
3.0,815,10620.0,10091.0,54,149.0,690.0,30.0
2.0,695,5546.0,2729.0,546,548.0,1390.0,4911.0
1.0,505,2422.0,173.0,2399,308.0,924.0,362.0
3.0,144,353.0,649.0,737,317.0,377.0,630.0
3.0,815,6440.0,866.0,8,700.0,944.0,4346.0
1.0,505,10833.0,5817.0,2399,700.0,260.0,1325.0
3.0,371,461.0,133.0,621,699.0,1071.0,1037.0
2.0,128,3595.0,18912.0,6,128.0,734.0,818.0
1.0,505,13285.0,1690.0,2399,700.0,3182.0,924.0
1.0,505,9099.0,209.0,2399,700.0,1273.0,187.0
3.0,700,2257.0,6119.0,328,694.0,461.0,364.0
1.0,505,8598.0,469.0,2399,423.0,432.0,205.0
1.0,505,7272.0,570.0,2399,349.0,336.0,2948.0
1.0,505,3176.0,11573.0,2399,609.0,2283.0,706.0
3.0,815,6819.0,104.0,3996,700.0,1345.0,6439.0
1.0,505,1342.0,1205.0,2399,485.0,406.0,21.0
3.0,468,14579.0,5204.0,2833,700.0,5837.0,173.0
2.0,308,5587.0,860.0,150,700.0,1242.0,7298.0
1.0,505,10239.0,1080.0,2399,700.0,543.0,1019.0
3.0,281,6756.0,1077.0,349,349.0,186.0,230.0
3.0,815,10990.0,1121.0,357,128.0,819.0,77.0
1.0,505,11330.0,1106.0,2399,700.0,569.0,1624.0
3.0,441,11887.0,35748.0,5091,815.0,1382.0,120.0
2.0,753,13347.0,8030.0,81,815.0,579.0,60.0
3.0,216,2849.0,60.0,4991,700.0,2487.0,5098.0
3.0,349,8983.0,491.0,5784,128.0,324.0,2329.0
3.0,485,10701.0,1672.0,3109,134.0,1139.0,3778.0
3.0,201,8968.0,824.0,380,700.0,919.0,73.0
3.0,671,9135.0,7187.0,71,468.0,671.0,95.0
1.0,505,8273.0,1087.0,2399,700.0,634.0,80.0
1.0,505,13967.0,1901.0,2399,700.0,201.0,634.0
2.0,815,1447.0,3431.0,755,597.0,1693.0,392.0
3.0,281,7296.0,5194.0,1884,349.0,219.0,366.0
3.0,815,13612.0,83.0,307,281.0,247.0,1200.0
2.0,610,2797.0,1355.0,736,815.0,115.0,1088.0
3.0,371,3120.0,3004.0,1528,555.0,676.0,1544.0
1.0,505,2806.0,21.0,2399,700.0,1321.0,400.0
3.0,308,10089.0,1810.0,4423,128.0,1079.0,129.0
1.0,505,4183.0,59.0,2399,800.0,850.0,104.0
3.0,815,13270.0,1494.0,3,349.0,807.0,3.0
3.0,256,4571.0,619.0,637,128.0,164.0,909.0
2.0,815,2913.0,30.0,355,317.0,1094.0,1685.0
2.0,187,14058.0,684.0,8484,809.0,601.0,3434.0
3.0,366,13687.0,950.0,5669,403.0,225.0,993.0
2.0,597,12446.0,796.0,291,815.0,1151.0,171.0
2.0,423,457.0,137.0,1510,815.0,92.0,404.0
2.0,403,8237.0,4705.0,84,174.0,711.0,209.0
2.0,349,4398.0,5079.0,166,349.0,895.0,12282.0
3.0,349,12799.0,14785.0,831,349.0,897.0,1709.0
1.0,505,10527.0,773.0,2399,700.0,433.0,14422.0
2.0,341,3729.0,442.0,480,349.0,192.0,82.0
3.0,256,119.0,1176.0,9,281.0,183.0,1196.0
2.0,476,11266.0,132.0,69,700.0,925.0,991.0
3.0,206,10692.0,349.0,1230,815.0,246.0,2543.0
3.0,609,7670.0,2889.0,1101,815.0,589.0,159.0
1.0,505,6233.0,8679.0,2399,561.0,639.0,7.0
1.0,505,4673.0,29340.0,2399,700.0,266.0,4459.0
1.0,505,12467.0,7.0,2399,281.0,59.0,104.0
2.0,485,5859.0,327.0,174,256.0,1336.0,204.0
1.0,505,2304.0,1473.0,2399,349.0,397.0,4707.0
2.0,128,7663.0,10363.0,28,699.0,1678.0,389.0
2.0,233,13391.0,866.0,318,700.0,943.0,194.0
1.0,505,7635.0,4347.0,2399,555.0,211.0,1281.0
2.0,579,2969.0,1103.0,1403,403.0,1263.0,367.0
3.0,815,10500.0,1032.0,727,431.0,1027.0,672.0
3.0,815,3207.0,210.0,1072,281.0,406.0,5007.0
2.0,391,9206.0,1744.0,3388,349.0,663.0,1198.0
3.0,166,11108.0,7901.0,8608,815.0,756.0,2932.0
2.0,371,9818.0,410.0,965,700.0,2211.0,70.0
2.0,349,10605.0,8599.0,1001,579.0,2020.0,1158.0
1.0,505,5156.0,120.0,2399,700.0,2389.0,1076.0
2.0,609,11208.0,1612.0,9055,256.0,277.0,1805.0
1.0,505,9989.0,14853.0,2399,431.0,230.0,408.0
3.0,441,14598.0,4066.0,313,597.0,448.0,284.0
3.0,815,13804.0,1739.0,298,815.0,416.0,3293.0
3.0,515,3844.0,193.0,1146,349.0,149.0,11830.0
3.0,815,2946.0,510.0,8929,700.0,1215.0,9378.0
2.0,727,8410.0,146.0,72,700.0,1424.0,1071.0
3.0,548,8026.0,2673.0,154,144.0,322.0,356.0
3.0,555,7605.0,529.0,766,423.0,701.0,142.0
1.0,505,2532.0,2764.0,2399,609.0,371.0,63.0
3.0,485,1720.0,699.0,90,101.0,156.0,3591.0
3.0,815,8060.0,644.0,3038,700.0,418.0,382.0
3.0,431,14594.0,511.0,294,700.0,977.0,1145.0
2.0,441,14034.0,39.0,288,128.0,483.0,201.0
3.0,308,10740.0,2453.0,282,149.0,1222.0,73.0
1.0,505,8955.0,9028.0,2399,257.0,565.0,700.0
2.0,128,989.0,4436.0,3158,700.0,825.0,1802.0
3.0,256,5723.0,2652.0,108,409.0,506.0,628.0
1.0,505,4565.0,308.0,2399,341.0,294.0,902.0
2.0,809,10622.0,4645.0,906,700.0,1845.0,5027.0
2.0,815,8011.0,457.0,1387,423.0,547.0,560.0
2.0,815,4103.0,3199.0,137,149.0,697.0,1466.0
1.0,505,7084.0,19248.0,2399,149.0,2434.0,58985.0
2.0,411,6941.0,1417.0,760,128.0,1074.0,568.0
1.0,505,2013.0,7378.0,2399,174.0,317.0,329.0
1.0,505,10422.0,1508.0,2399,349.0,623.0,4.0
2.0,236,4705.0,2546.0,175,149.0,313.0,148.0
1.0,505,14480.0,23.0,2399,783.0,281.0,266.0
3.0,700,9992.0,1568.0,1014,700.0,308.0,1220.0
2.0,128,6360.0,1373.0,17029,571.0,362.0,14410.0
3.0,476,383.0,4.0,1740,349.0,300.0,4410.0
3.0,815,2521.0,19031.0,236,423.0,532.0,322.0
3.0,815,10055.0,2386.0,65,700.0,134.0,353.0
1.0,505,11348.0,3214.0,2399,128.0,1130.0,262.0
1.0,505,4542.0,20.0,2399,700.0,622.0,1048.0
2.0,476,520.0,118585.0,585,206.0,296.0,1386.0
1.0,505,4541.0,116.0,2399,800.0,1281.0,265.0
3.0,233,14004.0,274.0,2848,413.0,284.0,1599.0
1.0,505,5185.0,1193.0,2399,431.0,792.0,480.0
2.0,671,11847.0,920.0,1709,700.0,640.0,2423.0
1.0,505,13089.0,621.0,2399,628.0,185.0,1563.0
1.0,505,549.0,1490.0,2399,128.0,260.0,3999.0
2.0,431,3050.0,25080.0,54,206.0,395.0,45.0
1.0,505,12412.0,1675.0,2399,700.0,676.0,1413.0
2.0,700,5347.0,33.0,982,700.0,119.0,157.0
3.0,151,620.0,394.0,72,555.0,424.0,28.0
2.0,800,1264.0,187.0,235,332.0,878.0,393.0
1.0,505,13451.0,10545.0,2399,128.0,146.0,574.0
2.0,815,4756.0,73.0,1781,149.0,413.0,232.0
1.0,505,4053.0,2167.0,2399,349.0,416.0,448.0
3.0,431,2531.0,338.0,150,174.0,449.0,150.0
1.0,505,643.0,648.0,2399,815.0,1991.0,143.0
3.0,700,5573.0,845.0,1729,128.0,974.0,3571.0
1.0,505,13688.0,889.0,2399,700.0,896.0,228.0
1.0,505,5287.0,3053.0,2399,700.0,947.0,6060.0
2.0,441,13258.0,1363.0,7942,815.0,810.0,190.0
2.0,548,6050.0,1171.0,404,485.0,1421.0,186.0
2.0,815,6116.0,1542.0,655,771.0,2114.0,1553.0
3.0,700,5934.0,608.0,231,700.0,308.0,215.0
1.0,505,12235.0,139.0,2399,700.0,1111.0,4024.0
2.0,468,14558.0,788.0,799,468.0,1318.0,5527.0
1.0,505,9394.0,1088.0,2399,700.0,875.0,4923.0
1.0,505,7552.0,249.0,2399,815.0,1116.0,5654.0
2.0,179,8752.0,2581.0,2502,403.0,544.0,8.0
1.0,505,13924.0,1957.0,2399,349.0,946.0,739.0
3.0,671,1386.0,3185.0,649,349.0,605.0,4638.0
1.0,505,5883.0,3943.0,2399,700.0,1664.0,4108.0
1.0,505,2727.0,423.0,2399,628.0,629.0,38.0
2.0,308,13097.0,5225.0,1230,332.0,2555.0,4733.0
3.0,413,12905.0,825.0,1039,349.0,1082.0,899.0
1.0,505,5502.0,164623.0,2399,206.0,366.0,4.0
2.0,610,1969.0,476.0,922,778.0,1126.0,1710.0
3.0,398,8125.0,892.0,707,700.0,1478.0,300.0
1.0,505,5647.0,2661.0,2399,700.0,851.0,1290.0
3.0,485,6062.0,4288.0,32,256.0,875.0,1346.0
1.0,505,4251.0,84.0,2399,700.0,5862.0,18455.0
2.0,388,1865.0,53628.0,13562,700.0,251.0,201.0
3.0,236,8421.0,4503.0,406,579.0,1904.0,52.0
1.0,505,8895.0,1804.0,2399,698.0,750.0,81.0
1.0,505,12108.0,1120.0,2399,815.0,198.0,1.0
3.0,128,10131.0,259.0,315,128.0,1336.0,192.0
3.0,456,1165.0,5040.0,4468,128.0,217.0,7177.0
2.0,671,10299.0,6990.0,2676,597.0,1094.0,1554.0
3.0,349,13525.0,4852.0,12,349.0,620.0,612.0
3.0,571,1413.0,204.0,705,128.0,222.0,1061.0
2.0,441,8169.0,249.0,8720,152.0,953.0,176.0
1.0,505,2609.0,1053.0,2399,800.0,1194.0,78.0
1.0,505,10800.0,1150.0,2399,349.0,248.0,2711.0
2.0,609,954.0,2984.0,484,341.0,385.0,1134.0
3.0,456,12659.0,18785.0,66,423.0,373.0,129.0
1.0,505,7109.0,1465.0,2399,700.0,614.0,431.0
1.0,505,13108.0,34.0,2399,700.0,279.0,1179.0
3.0,411,5164.0,1282.0,1725,128.0,165.0,177.0
1.0,505,8348.0,1316.0,2399,485.0,420.0,448.0
2.0,398,6052.0,73.0,3527,700.0,197.0,22.0
1.0,505,6766.0,1556.0,2399,700.0,840.0,72.0
3.0,597,6943.0,8679.0,2667,700.0,1496.0,614.0
2.0,413,9457.0,622.0,1187,349.0,1610.0,573.0
3.0,128,13990.0,404.0,11579,700.0,348.0,9782.0
3.0,628,2039.0,7.0,2076,349.0,209.0,1517.0
1.0,505,9162.0,2505.0,2399,123.0,224.0,65.0
3.0,815,3761.0,1355.0,2281,815.0,543.0,642.0
3.0,520,5099.0,242.0,3225,128.0,666.0,1609.0
3.0,798,13404.0,111.0,270,700.0,1123.0,24.0
3.0,815,8238.0,70.0,136,426.0,812.0,536.0
1.0,505,10532.0,1093.0,2399,293.0,1700.0,2934.0
3.0,671,12838.0,1588.0,147,174.0,587.0,295.0
3.0,140,3427.0,303.0,3460,700.0,1230.0,5.0
3.0,815,1849.0,91.0,733,700.0,4292.0,411.0
1.0,505,3103.0,2779.0,2399,815.0,231.0,43740.0
2.0,815,12580.0,410.0,3173,700.0,1503.0,7667.0
3.0,349,6502.0,169.0,566,128.0,1011.0,443.0
2.0,411,11867.0,1530.0,3703,700.0,327.0,3324.0
2.0,798,5296.0,15.0,1864,700.0,1271.0,2701.0
1.0,505,11843.0,95.0,2399,700.0,351.0,11510.0
3.0,815,10024.0,1133.0,3640,597.0,1165.0,791.0
1.0,505,10314.0,599.0,2399,700.0,1408.0,481.0
1.0,505,9944.0,474.0,2399,485.0,396.0,2298.0
1.0,505,5384.0,38.0,2399,256.0,349.0,119.0
3.0,128,8324.0,506.0,282,128.0,1162.0,152.0
3.0,815,1043.0,1531.0,6,700.0,205.0,503.0
1.0,505,2024.0,60.0,2399,426.0,1134.0,602.0
3.0,128,3060.0,17475.0,1115,174.0,643.0,735.0
1.0,505,1426.0,315.0,2399,149.0,320.0,1403.0
2.0,815,5525.0,1846.0,2978,502.0,459.0,292.0
3.0,555,10989.0,17.0,253,700.0,1020.0,3159.0
2.0,128,6384.0,1556.0,4378,700.0,540.0,27569.0
2.0,484,11251.0,10191.0,1426,407.0,476.0,1331.0
1.0,505,8740.0,3876.0,2399,700.0,261.0,111.0
3.0,128,11430.0,518.0,1607,317.0,3600.0,6149.0
1.0,505,3054.0,240.0,2399,341.0,309.0,1011.0
1.0,505,6337.0,50.0,2399,178.0,1355.0,2222.0
2.0,431,6501.0,1005.0,56,349.0,24.0,219.0
3.0,366,12758.0,6333.0,6205,256.0,474.0,6250.0
1.0,505,6759.0,1380.0,2399,468.0,671.0,35.0
3.0,628,10195.0,124.0,1280,597.0,209.0,307.0
3.0,485,3285.0,8029.0,120,128.0,658.0,251.0
3.0,815,11367.0,2873.0,6315,128.0,1321.0,183.0
3.0,166,4160.0,2754.0,845,700.0,850.0,864.0
1.0,505,9707.0,46620.0,2399,700.0,170.0,1451.0
1.0,505,6021.0,637.0,2399,700.0,328.0,1087.0
2.0,456,12802.0,3315.0,45,281.0,678.0,2.0
2.0,468,10591.0,17.0,165,700.0,838.0,4486.0
3.0,256,9389.0,4592.0,3233,128.0,297.0,4533.0
3.0,128,10245.0,1383.0,448,815.0,127.0,261.0
1.0,505,3669.0,2504.0,2399,403.0,827.0,759.0
2.0,815,3074.0,220.0,66,128.0,504.0,210.0
2.0,366,11416.0,18840.0,2772,206.0,3876.0,240.0
2.0,128,11281.0,5684.0,11,327.0,1555.0,34516.0
2.0,431,13749.0,970.0,402,680.0,1672.0,1450.0
1.0,505,7743.0,355.0,2399,431.0,299.0,1350.0
1.0,505,2283.0,10687.0,2399,464.0,2261.0,1908.0
3.0,476,12147.0,809.0,832,413.0,468.0,1055.0
3.0,609,12185.0,475.0,4543,349.0,141.0,3100.0
3.0,671,7956.0,14380.0,2856,149.0,2122.0,743.0
1.0,505,1158.0,1404.0,2399,431.0,303.0,206.0
3.0,485,1553.0,748.0,10,628.0,366.0,76.0
1.0,505,3592.0,1566.0,2399,349.0,895.0,1450.0
1.0,505,8031.0,280.0,2399,128.0,852.0,4851.0
3.0,349,3040.0,284.0,3059,349.0,359.0,3533.0
2.0,783,6086.0,597.0,403,610.0,220.0,80.0
2.0,149,9499.0,902.0,1,700.0,142.0,278.0
2.0,597,5308.0,4261.0,279,579.0,2006.0,231.0
2.0,671,1300.0,1101.0,147,485.0,288.0,254.0
2.0,113,3166.0,294.0,179,468.0,849.0,31.0
2.0,101,5654.0,2605.0,102,128.0,4888.0,795.0
1.0,505,6496.0,36141.0,2399,815.0,728.0,1039.0
3.0,407,9549.0,128.0,2653,468.0,1164.0,1244.0
3.0,128,7839.0,2159.0,4411,798.0,77.0,1741.0
3.0,609,8871.0,9424.0,1045,149.0,336.0,1289.0
3.0,815,1163.0,1344.0,635,742.0,578.0,194.0
3.0,809,4294.0,81.0,407,815.0,134.0,242.0
1.0,505,6721.0,1043.0,2399,403.0,167.0,2.0
3.0,815,4075.0,7203.0,14589,700.0,196.0,350.0
1.0,505,8218.0,39.0,2399,700.0,266.0,4.0
2.0,815,12727.0,3764.0,178,700.0,885.0,1011.0
3.0,700,2602.0,1274.0,682,778.0,512.0,903.0
2.0,695,9632.0,2043.0,228,349.0,907.0,733.0
3.0,456,6571.0,918.0,4603,700.0,256.0,7511.0
2.0,236,3210.0,3753.0,363,349.0,145.0,12819.0
3.0,700,4169.0,211.0,698,597.0,462.0,685.0
2.0,371,1288.0,1583.0,364,815.0,229.0,1796.0
1.0,505,5316.0,6151.0,2399,128.0,176.0,135.0
1.0,505,3639.0,70.0,2399,800.0,957.0,130.0
3.0,349,8298.0,54054.0,14718,206.0,665.0,362.0
2.0,700,14161.0,210.0,986,128.0,758.0,6018.0
3.0,798,4775.0,220.0,780,332.0,365.0,97.0
1.0,505,11657.0,8692.0,2399,700.0,1436.0,371.0
3.0,700,9298.0,1412.0,5786,349.0,1753.0,6870.0
2.0,815,3565.0,2625.0,74,700.0,229.0,4934.0
1.0,505,10385.0,172.0,2399,597.0,209.0,935.0
1.0,505,3194.0,3247.0,2399,584.0,551.0,539.0
1.0,505,502.0,445.0,2399,128.0,809.0,1957.0
1.0,505,7300.0,1084.0,2399,128.0,277.0,1929.0
2.0,411,794.0,1803.0,101,555.0,201.0,228.0
1.0,505,14024.0,1549.0,2399,349.0,860.0,11.0
3.0,815,9809.0,323.0,1642,134.0,157.0,2875.0
1.0,505,13988.0,6147.0,2399,597.0,276.0,1977.0
3.0,485,7453.0,41.0,590,700.0,1021.0,2744.0
2.0,485,8485.0,950.0,76,635.0,560.0,1226.0
1.0,505,1883.0,2680.0,2399,815.0,388.0,993.0
3.0,128,8882.0,894.0,934,700.0,184.0,39.0
3.0,671,4659.0,1279.0,166,281.0,877.0,391.0
2.0,770,4767.0,992.0,171,680.0,2034.0,5987.0
1.0,505,14131.0,5118.0,2399,136.0,2146.0,5834.0
3.0,144,7455.0,5974.0,1383,128.0,370.0,83.0
2.0,815,14430.0,1483.0,1,431.0,695.0,867.0
1.0,505,445.0,735.0,2399,561.0,1105.0,747.0
3.0,727,1395.0,2429.0,268,671.0,569.0,9.0
3.0,411,12794.0,1448.0,77,409.0,377.0,541.0
3.0,700,11795.0,991.0,1395,700.0,1524.0,151.0
1.0,505,13.0,33140.0,2399,815.0,591.0,1737.0
3.0,256,5882.0,324.0,58,256.0,1216.0,869.0
3.0,815,6791.0,24649.0,134,411.0,553.0,367.0
2.0,411,14123.0,235.0,16322,671.0,2071.0,3664.0
2.0,485,3307.0,4554.0,130,174.0,598.0,123.0
2.0,485,12162.0,70842.0,29,815.0,216.0,174.0
1.0,505,3586.0,918.0,2399,700.0,455.0,3292.0
3.0,815,11071.0,85526.0,831,700.0,1127.0,596.0
1.0,505,8030.0,82.0,2399,798.0,570.0,241.0
1.0,505,14232.0,897.0,2399,128.0,594.0,720.0
3.0,413,11670.0,467.0,1302,527.0,161.0,1507.0
3.0,815,6020.0,1033.0,1,800.0,476.0,1052.0
3.0,815,11925.0,581.0,4709,349.0,1710.0,457.0
2.0,527,11663.0,1609.0,1885,700.0,193.0,9121.0
3.0,815,13452.0,4209.0,133,700.0,1585.0,922.0
3.0,609,451.0,1156.0,2665,201.0,1252.0,2656.0
2.0,815,4085.0,585.0,122,700.0,520.0,261.0
3.0,431,7819.0,3930.0,5,403.0,565.0,590.0
2.0,809,13577.0,1078.0,153,308.0,195.0,162.0
1.0,505,1983.0,1859.0,2399,527.0,230.0,163.0
2.0,700,13989.0,1542.0,427,128.0,1015.0,618.0
2.0,411,8646.0,183.0,844,144.0,1125.0,1556.0
2.0,128,5514.0,1512.0,397,128.0,168.0,6392.0
2.0,485,8903.0,2696.0,30,753.0,620.0,145.0
3.0,815,13413.0,402.0,1185,281.0,311.0,3197.0
1.0,505,4904.0,2995.0,2399,349.0,1167.0,1180.0
1.0,505,3152.0,3594.0,2399,174.0,681.0,20.0
1.0,505,563.0,1767.0,2399,128.0,317.0,708.0
1.0,505,1070.0,1208.0,2399,128.0,459.0,4101.0
2.0,166,2434.0,12494.0,1137,700.0,156.0,1397.0
2.0,476,1483.0,15839.0,374,700.0,222.0,465.0
3.0,700,6767.0,23640.0,1757,700.0,209.0,969.0
2.0,700,9417.0,1279.0,1265,700.0,1331.0,4267.0
1.0,505,11209.0,1100.0,2399,128.0,603.0,4519.0
2.0,571,11031.0,163.0,1220,700.0,212.0,197.0
3.0,485,11735.0,3078.0,5,245.0,1186.0,634.0
2.0,201,12944.0,967.0,312,431.0,1058.0,1458.0
3.0,815,10243.0,3949.0,5715,815.0,309.0,17380.0
1.0,505,14464.0,800.0,2399,128.0,840.0,423.0
2.0,815,4097.0,2593.0,165,149.0,1744.0,1470.0
3.0,101,2597.0,1110.0,389,128.0,514.0,231.0
1.0,505,8386.0,19260.0,2399,700.0,913.0,105.0
2.0,128,5662.0,842.0,3272,128.0,900.0,5625.0
1.0,505,5234.0,441.0,2399,700.0,202.0,2020.0
3.0,789,3709.0,427.0,958,700.0,1377.0,550.0
2.0,485,13133.0,34750.0,429,423.0,640.0,413.0
2.0,238,14055.0,723.0,12,349.0,806.0,3.0
3.0,700,13092.0,1006.0,1824,609.0,728.0,1439.0
3.0,256,6345.0,3844.0,799,597.0,885.0,37371.0
1.0,505,9585.0,2301.0,2399,128.0,277.0,2514.0
2.0,787,14238.0,24.0,486,403.0,374.0,1264.0
1.0,505,887.0,3141.0,2399,349.0,290.0,186.0
1.0,505,9175.0,2519.0,2399,403.0,278.0,1515.0
2.0,555,8701.0,858.0,65,128.0,420.0,131.0
2.0,166,7344.0,8874.0,250,700.0,902.0,295.0
2.0,431,14118.0,2998.0,200,423.0,483.0,77.0
2.0,789,13963.0,317.0,243,128.0,101.0,1204.0
3.0,349,2506.0,931.0,1875,700.0,874.0,1382.0
3.0,366,9118.0,8114.0,1606,349.0,1855.0,173.0
2.0,520,754.0,2174.0,1206,597.0,357.0,1473.0
1.0,505,13033.0,797.0,2399,700.0,618.0,135.0
3.0,609,4063.0,2837.0,635,700.0,1177.0,985.0
1.0,505,8114.0,255.0,2399,128.0,873.0,1080.0
3.0,597,1801.0,4233.0,1509,149.0,847.0,4306.0
3.0,815,8841.0,42.0,151,476.0,953.0,1669.0
1.0,505,7941.0,2013.0,2399,609.0,819.0,2899.0
3.0,671,10516.0,8838.0,530,628.0,592.0,4796.0
1.0,505,3676.0,113.0,2399,700.0,493.0,273.0
1.0,505,548.0,88.0,2399,609.0,1217.0,361.0
3.0,527,7432.0,138.0,1034,341.0,771.0,2279.0
2.0,671,5918.0,1935.0,1225,548.0,542.0,6492.0
2.0,815,6014.0,1373.0,1416,815.0,109.0,2033.0
2.0,128,9584.0,974.0,1490,349.0,575.0,1631.0
2.0,128,2073.0,892.0,29400,700.0,866.0,32160.0
3.0,815,11547.0,4840.0,746,128.0,607.0,3343.0
3.0,456,12544.0,1381.0,301,403.0,239.0,2396.0
1.0,505,7906.0,31967.0,2399,257.0,732.0,547.0
3.0,671,4830.0,1638.0,4057,484.0,601.0,728.0
1.0,505,10747.0,560.0,2399,700.0,197.0,91.0
1.0,505,13332.0,72820.0,2399,815.0,675.0,681.0
2.0,815,1779.0,755.0,77,128.0,680.0,3393.0
1.0,505,6997.0,9069.0,2399,128.0,639.0,95.0
1.0,505,13446.0,786.0,2399,423.0,378.0,457.0
1.0,505,8380.0,658.0,2399,809.0,546.0,800.0
2.0,727,9305.0,1981.0,1519,671.0,2510.0,4.0
1.0,505,4671.0,98.0,2399,349.0,220.0,2814.0
2.0,527,4758.0,1115.0,517,700.0,279.0,209.0
3.0,128,3547.0,819.0,912,700.0,140.0,1464.0
1.0,505,7867.0,4219.0,2399,431.0,409.0,2364.0
2.0,403,1008.0,9390.0,317,149.0,2138.0,239.0
2.0,815,3929.0,449.0,102,149.0,1553.0,98.0
1.0,505,11210.0,1119.0,2399,597.0,371.0,4228.0
1.0,505,7186.0,21887.0,2399,561.0,783.0,3950.0
1.0,505,1713.0,287.0,2399,783.0,744.0,2038.0
2.0,815,4452.0,5657.0,3023,149.0,1116.0,69.0
1.0,505,340.0,1163.0,2399,128.0,218.0,5975.0
2.0,700,3529.0,5143.0,8253,815.0,1017.0,5423.0
3.0,815,7601.0,1327.0,58,700.0,148.0,187.0
2.0,128,13222.0,12848.0,5630,327.0,1718.0,1550.0
1.0,505,733.0,7131.0,2399,748.0,2733.0,1875.0
